Experiment,16,64,256,1024
callgrind.mpicc.nas.bt,1028.69,300.24,83.55,44.43
callgrind.mpicc.nas.cg,93.33,41.16,24.45,24.08
callgrind.mpicc.nas.ep,143.22,41.43,15.52,10.49
callgrind.mpicc.nas.ft,293.90,83.14,31.37,33.82
callgrind.mpicc.nas.is,15.50,9.73,17.76,101.57
callgrind.mpicc.nas.lu,482.84,144.18,58.07,37.73
callgrind.mpicc.nas.mg,48.81,20.39,13.91,17.45
callgrind.mpicc.nas.sp,429.68,137.48,53.54,46.57
orig.mpicc.nas.bt,93.00,23.12,9.93,7.36
orig.mpicc.nas.cg,19.73,9.12,7.90,6.67
orig.mpicc.nas.ep,11.67,6.76,4.90,4.74
orig.mpicc.nas.ft,24.88,12.76,8.63,9.18
orig.mpicc.nas.is,6.26,6.30,5.81,11.46
orig.mpicc.nas.lu,62.05,20.42,8.67,6.61
orig.mpicc.nas.mg,11.82,7.23,6.70,8.33
orig.mpicc.nas.sp,112.03,23.06,12.48,8.74
orig.scorep.nas.bt,93.58,23.97,13.28,11.80
orig.scorep.nas.cg,19.74,9.94,6.60,12.42
orig.scorep.nas.ep,12.25,6.60,5.14,7.39
orig.scorep.nas.ft,24.61,12.58,9.05,16.33
orig.scorep.nas.is,6.75,6.33,5.50,13.86
orig.scorep.nas.lu,62.62,21.21,10.13,12.33
orig.scorep.nas.mg,11.54,8.28,8.06,10.53
orig.scorep.nas.sp,112.86,23.59,13.14,14.36
orig.tau.nas.bt,93.14,25.31,12.10,14.68
orig.tau.nas.cg,21.03,11.34,10.17,12.75
orig.tau.nas.ep,11.26,7.40,4.82,19.13
orig.tau.nas.ft,24.95,12.05,8.11,11.44
orig.tau.nas.is,6.70,6.10,5.58,13.26
orig.tau.nas.lu,71.03,31.98,24.42,29.61
orig.tau.nas.mg,11.40,8.84,7.84,13.56
orig.tau.nas.sp,112.64,24.52,13.25,22.43
pinAll.mpicc.nas.bt,140.70,43.21,20.96,26.32
pinAll.mpicc.nas.cg,27.76,18.35,17.14,29.95
pinAll.mpicc.nas.ep,44.50,19.41,14.10,26.96
pinAll.mpicc.nas.ft,46.48,21.99,17.40,37.25
pinAll.mpicc.nas.is,10.38,12.30,13.26,44.25
pinAll.mpicc.nas.lu,78.19,32.41,21.54,51.77
pinAll.mpicc.nas.mg,18.69,15.91,15.19,38.54
pinAll.mpicc.nas.sp,122.33,36.94,21.47,25.88
pinMain.mpicc.nas.bt,153.35,47.94,18.00,60.28
pinMain.mpicc.nas.cg,24.95,18.98,13.78,17.46
pinMain.mpicc.nas.ep,41.58,16.80,9.67,12.03
pinMain.mpicc.nas.ft,44.44,20.19,12.81,41.02
pinMain.mpicc.nas.is,7.95,8.87,9.03,102.56
pinMain.mpicc.nas.lu,74.74,28.48,18.77,25.92
pinMain.mpicc.nas.mg,15.76,12.28,10.77,15.37
pinMain.mpicc.nas.sp,118.44,32.19,18.54,17.26
tau_exec.mpicc.nas.bt,93.28,24.53,12.40,17.48
tau_exec.mpicc.nas.cg,19.91,10.02,8.50,18.32
tau_exec.mpicc.nas.ep,10.91,5.80,4.23,9.15
tau_exec.mpicc.nas.ft,23.84,11.13,8.81,14.15
tau_exec.mpicc.nas.is,5.76,5.09,4.85,17.69
tau_exec.mpicc.nas.lu,71.05,31.26,22.17,32.66
tau_exec.mpicc.nas.mg,11.38,7.26,5.86,11.47
tau_exec.mpicc.nas.sp,112.21,24.16,12.89,27.91
